chrom	start	end	acc	score	strand	FC	feat_chrom	feat_start	feat_end	feat_acc	feat_score	feat_strand	feat_FC	distance
1	28783790	28783792	pCAMTA2-22C-mock_S1_peak_16307	27.5	.	28783791	1	28782522	28784023	AT1G76700	.	-	CDS	0
1	28805290	28805292	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_15941	34.0	.	28805291	1	28804203	28805704	AT1G76730	.	-	CDS	0
1	28805290	28805292	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_15941	34.0	.	28805291	1	28804234	28805735	AT1G76740	.	+	CDS	0
1	28810772	28810774	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_15946	35.0	.	28810773	1	28810106	28811607	AT1G76750	.	+	CDS	0
1	28814062	28814064	pCAMTA3-22C-cycloheximide_S6_peak_13652	33.0	.	28814063	1	28812568	28814069	AT1G76770	.	+	CDS	0
1	28837472	28837474	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12485	32.0	.	28837473	1	28836795	28838296	AT1G76820	.	+	CDS	0
1	28848486	28848488	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_15973	29.0	.	28848487	1	28847012	28848513	AT1G76850	.	+	CDS	0
1	28865253	28865255	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_15980	29.0	.	28865254	1	28864593	28866094	AT1G76880	.	+	CDS	0
1	28881854	28881856	pCAMTA3-22C-mock_S4_peak_18405	32.0	.	28881855	1	28881740	28883241	AT1G76900	.	+	CDS	0
1	28896821	28896823	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_15994	38.0	.	28896822	1	28896353	28897854	AT1G76930	.	-	CDS	0
1	28907107	28907109	pCAMTA2-22C-mock_S1_peak_16392	30.0	.	28907108	1	28905951	28907452	AT1G76950	.	+	CDS	0
1	28925557	28925559	pCAMTA2-22C-mock_S1_peak_16404	27.0	.	28925558	1	28924354	28925855	AT1G76970	.	-	CDS	0
1	28947840	28947842	pCAMTA3-22C-mock_S4_peak_18464	29.0	.	28947841	1	28946367	28947868	AT1G77020	.	-	CDS	0
1	28953764	28953766	pCAMTA2-22C-mock_S1_peak_16430	27.0	.	28953765	1	28952949	28954450	AT1G77060	.	-	CDS	0
1	28961631	28961633	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16032	27.0	.	28961632	1	28961375	28962876	AT1G77090	.	-	CDS	0
1	28961631	28961633	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16032	27.0	.	28961632	1	28961507	28963008	AT1G77093	.	+	CDS	0
1	28975035	28975037	pCAMTA2-22C-mock_S1_peak_16443	31.0	.	28975036	1	28974508	28976009	AT1G77120	.	+	CDS	0
1	29000045	29000047	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16050	26.0	.	29000046	1	28999036	29000537	AT1G77170	.	-	CDS	0
1	29005134	29005136	pCAMTA2-22C-mock_S1_peak_16464	29.0	.	29005135	1	29004591	29006092	AT1G77200	.	-	CDS	0
1	29015541	29015543	pCAMTA3-22C-cycloheximide_S6_peak_13758	26.5	.	29015542	1	29015128	29016629	AT1G77230	.	+	CDS	0
1	29016539	29016541	pCAMTA2-22C-mock_S1_peak_16475	27.0	.	29016540	1	29015128	29016629	AT1G77230	.	+	CDS	0
1	29019411	29019413	pCAMTA3-22C-cycloheximide_S6_peak_13761	30.0	.	29019412	1	29019095	29020596	AT1G77240	.	-	CDS	0
1	29022917	29022919	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12587	27.0	.	29022918	1	29022438	29023939	AT1G77250	.	-	CDS	0
1	29026726	29026728	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12591	26.0	.	29026727	1	29026199	29027700	AT1G77260	.	-	CDS	0
1	29039124	29039126	pCAMTA2-22C-mock_S1_peak_16498	26.0	.	29039125	1	29037916	29039417	AT1G77290	.	+	CDS	0
1	29056209	29056211	pCAMTA2-22C-mock_S1_peak_16508	51.0	.	29056210	1	29055739	29057240	AT1G77320	.	+	CDS	0
1	29104552	29104554	pCAMTA3-22C-cycloheximide_S6_peak_13825	29.0	.	29104553	1	29103377	29104878	AT1G77460	.	+	CDS	0
1	29114133	29114135	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12653	40.0	.	29114134	1	29113823	29115324	AT1G77470	.	-	CDS	0
1	29121166	29121168	pCAMTA3-22C-mock_S4_peak_18632	27.0	.	29121167	1	29120752	29122253	AT1G77500	.	+	CDS	0
1	29142457	29142459	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16177	27.5	.	29142458	1	29142349	29143850	AT1G77570	.	+	CDS	0
1	29143243	29143245	pCAMTA2-22C-mock_S1_peak_16579	46.0	.	29143244	1	29142349	29143850	AT1G77570	.	+	CDS	0
1	29143243	29143245	pCAMTA2-22C-mock_S1_peak_16579	46.0	.	29143244	1	29142465	29143966	AT1G77550	.	-	CDS	0
1	29143559	29143561	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12671	35.0	.	29143560	1	29142349	29143850	AT1G77570	.	+	CDS	0
1	29143559	29143561	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12671	35.0	.	29143560	1	29142465	29143966	AT1G77550	.	-	CDS	0
1	29165387	29165389	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16195	25.5	.	29165388	1	29164488	29165989	AT1G77610	.	+	CDS	0
1	29172882	29172884	pCAMTA3-22C-cycloheximide_S6_peak_13870	25.5	.	29172883	1	29172367	29173868	AT1G77620	.	-	CDS	0
1	29172882	29172884	pCAMTA3-22C-cycloheximide_S6_peak_13870	25.5	.	29172883	1	29172725	29174226	AT1G77630	.	+	CDS	0
1	29178188	29178190	pCAMTA2-22C-mock_S1_peak_16612	41.0	.	29178189	1	29177795	29179296	AT1G77640	.	+	CDS	0
1	29179003	29179005	pCAMTA2-22C-mock_S1_peak_16613	30.0	.	29179004	1	29177795	29179296	AT1G77640	.	+	CDS	0
1	29187811	29187813	pCAMTA3-22C-cycloheximide_S6_peak_13882	25.5	.	29187812	1	29187000	29188501	AT1G77660	.	-	CDS	0
1	29203549	29203551	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16222	41.0	.	29203550	1	29202817	29204318	AT1G77690	.	-	CDS	0
1	29213477	29213479	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12710	25.5	.	29213478	1	29213444	29214945	AT1G77730	.	+	CDS	0
1	29231612	29231614	pCAMTA2-22C-mock_S1_peak_16648	28.0	.	29231613	1	29230990	29232491	AT1G77750	.	-	CDS	0
1	29247681	29247683	pCAMTA2-22C-mock_S1_peak_16666	26.0	.	29247682	1	29246775	29248276	AT1G77770	.	-	CDS	0
1	29253300	29253302	pCAMTA2-22C-mock_S1_peak_16672	26.0	.	29253301	1	29252799	29254300	AT1G77800	.	+	CDS	0
1	29253832	29253834	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12724	34.0	.	29253833	1	29252799	29254300	AT1G77800	.	+	CDS	0
1	29269182	29269184	pCAMTA2-22C-mock_S1_peak_16685	27.0	.	29269183	1	29268086	29269587	AT1G77840	.	+	CDS	0
1	29286948	29286950	pCAMTA2-22C-mock_S1_peak_16702	27.0	.	29286949	1	29286567	29288068	AT1G77880	.	-	CDS	0
1	29290379	29290381	pCAMTA2-22C-mock_S1_peak_16703	29.0	.	29290380	1	29289370	29290871	AT1G77885	.	+	CDS	0
1	29303302	29303304	pCAMTA3-22C-mock_S4_peak_18786	36.0	.	29303303	1	29302841	29304342	AT1G77932	.	-	CDS	0
1	29305091	29305093	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16283	25.5	.	29305092	1	29304788	29306289	AT1G77940	.	-	CDS	0
1	29329673	29329675	pCAMTA2-22C-mock_S1_peak_16720	36.0	.	29329674	1	29328888	29330389	AT1G78000	.	+	CDS	0
1	29333223	29333225	pCAMTA3-22C-mock_S4_peak_18801	26.0	.	29333224	1	29332534	29334035	AT1G78010	.	+	CDS	0
1	29338050	29338052	pCAMTA2-22C-mock_S1_peak_16729	32.0	.	29338051	1	29337786	29339287	AT1G78020	.	+	CDS	0
1	29338774	29338776	pCAMTA2-22C-mock_S1_peak_16730	40.0	.	29338775	1	29337786	29339287	AT1G78020	.	+	CDS	0
1	29346275	29346277	pCAMTA3-22C-mock_S4_peak_18811	29.0	.	29346276	1	29344992	29346493	AT1G78040	.	+	CDS	0
1	29352726	29352728	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12772	31.0	.	29352727	1	29352368	29353869	AT1G78060	.	-	CDS	0
1	29355141	29355143	pCAMTA3-22C-cycloheximide_S6_peak_13960	26.0	.	29355142	1	29354218	29355719	AT1G78070	.	+	CDS	0
1	29364205	29364207	pCAMTA2-22C-mock_S1_peak_16761	25.5	.	29364206	1	29363789	29365290	AT1G78080	.	+	CDS	0
1	29373918	29373920	pCAMTA2-22C-mock_S1_peak_16766	38.0	.	29373919	1	29372954	29374455	AT1G78090	.	+	CDS	0
1	29391959	29391961	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16323	32.0	.	29391960	1	29390878	29392379	AT1G78110	.	+	CDS	0
1	29399893	29399895	pCAMTA2-22C-mock_S1_peak_16780	26.0	.	29399894	1	29399170	29400671	AT1G78130	.	+	CDS	0
1	29419119	29419121	pCAMTA2-22C-mock_S1_peak_16794	45.0	.	29419120	1	29418494	29419995	AT1G78190	.	-	CDS	0
1	29427959	29427961	pCAMTA2-22C-mock_S1_peak_16799	34.0	.	29427960	1	29426681	29428182	AT1G78220	.	-	CDS	0
1	29436411	29436413	pCAMTA2-22C-mock_S1_peak_16808	34.0	.	29436412	1	29435315	29436816	AT1G78240	.	-	CDS	0
1	29446980	29446982	pCAMTA2-22C-mock_S1_peak_16817	36.5	.	29446981	1	29446316	29447817	AT1G78260	.	+	CDS	0
1	29452629	29452631	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16360	27.0	.	29452630	1	29451723	29453224	AT1G78270	.	-	CDS	0
1	29452629	29452631	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16360	27.0	.	29452630	1	29451822	29453323	AT1G78280	.	+	CDS	0
1	29461731	29461733	pCAMTA2-22C-mock_S1_peak_16828	26.0	.	29461732	1	29460882	29462383	AT1G78300	.	+	CDS	0
1	29492765	29492767	pCAMTA3-22C-mock_S4_peak_18922	31.0	.	29492766	1	29492368	29493869	AT1G78390	.	-	CDS	0
1	29500280	29500282	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16391	26.0	.	29500281	1	29499182	29500683	AT1G78400	.	-	CDS	0
1	29504373	29504375	pCAMTA2-22C-mock_S1_peak_16858	28.5	.	29504374	1	29504277	29505778	AT1G78420	.	+	CDS	0
1	29505369	29505371	pCAMTA2-22C-mock_S1_peak_16860	41.5	.	29505370	1	29504277	29505778	AT1G78420	.	+	CDS	0
1	29509032	29509034	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12860	27.0	.	29509033	1	29508604	29510105	AT1G78430	.	+	CDS	0
1	29509975	29509977	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_12861	27.0	.	29509976	1	29508604	29510105	AT1G78430	.	+	CDS	0
1	29548731	29548733	pCAMTA3-22C-mock_S4_peak_18967	26.0	.	29548732	1	29548264	29549765	AT1G78560	.	-	CDS	0
1	29566872	29566874	pCAMTA2-22C-mock_S1_peak_16912	36.0	.	29566873	1	29566369	29567870	AT1G78600	.	+	CDS	0
1	29573110	29573112	pCAMTA2-22C-mock_S1_peak_16920	42.0	.	29573111	1	29571626	29573127	AT1G78610	.	-	CDS	0
1	29582913	29582915	pCAMTA3-22C-mock_S4_peak_19007	27.5	.	29582914	1	29581488	29582989	AT1G78640	.	-	CDS	0
1	29582913	29582915	pCAMTA3-22C-mock_S4_peak_19007	27.5	.	29582914	1	29581986	29583487	AT1G78650	.	+	CDS	0
1	29585993	29585995	pCAMTA2-22C-mock_S1_peak_16932	26.0	.	29585994	1	29584900	29586401	AT1G78660	.	+	CDS	0
1	29593088	29593090	pCAMTA2-22C-mock_S1_peak_16937	27.0	.	29593089	1	29592932	29594433	AT1G78680	.	+	CDS	0
1	29594317	29594319	pCAMTA2-22C-mock_S1_peak_16939	36.0	.	29594318	1	29592932	29594433	AT1G78680	.	+	CDS	0
1	29599158	29599160	pCAMTA2-22C-mock_S1_peak_16943	32.0	.	29599159	1	29598853	29600354	AT1G78700	.	+	CDS	0
1	29611517	29611519	pCAMTA3-22C-mock_S4_peak_19036	27.0	.	29611518	1	29610938	29612439	AT1G78740	.	-	CDS	0
1	29624727	29624729	pCAMTA2-22C-mock_S1_peak_16967	27.0	.	29624728	1	29624285	29625786	AT1G78790	.	-	CDS	0
1	29630223	29630225	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16497	32.0	.	29630224	1	29630010	29631511	AT1G78810	.	-	CDS	0
1	29635597	29635599	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16500	27.0	.	29635598	1	29635268	29636769	AT1G78820	.	-	CDS	0
1	29638420	29638422	pCAMTA2-22C-mock_S1_peak_16979	26.0	.	29638421	1	29638008	29639509	AT1G78830	.	-	CDS	0
1	29643460	29643462	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16503	46.0	.	29643461	1	29642897	29644398	AT1G78850	.	-	CDS	0
1	29643931	29643933	pCAMTA2-22C-mock_S1_peak_16984	34.0	.	29643932	1	29642897	29644398	AT1G78850	.	-	CDS	0
1	29647150	29647152	pCAMTA3-22C-cycloheximide_S6_peak_14147	29.0	.	29647151	1	29646999	29648500	AT1G78860	.	-	CDS	0
1	29647456	29647458	pCAMTA3-22C-cycloheximide_S6_peak_14148	38.0	.	29647457	1	29646999	29648500	AT1G78860	.	-	CDS	0
1	29659629	29659631	pCAMTA2-22C-mock_S1_peak_16999	27.0	.	29659630	1	29659366	29660867	AT1G78895	.	-	CDS	0
1	29659629	29659631	pCAMTA2-22C-mock_S1_peak_16999	27.0	.	29659630	1	29659462	29660963	AT1G78900	.	+	CDS	0
1	29684273	29684275	pCAMTA2-22C-mock_S1_peak_17018	31.0	.	29684274	1	29683485	29684986	AT1G78940	.	-	CDS	0
1	29733455	29733457	pCAMTA3-22C-cycloheximide_S6_peak_14202	43.0	.	29733456	1	29733070	29734571	AT1G79030	.	-	CDS	0
1	29734020	29734022	pCAMTA2-22C-mock_S1_peak_17050	25.5	.	29734021	1	29733070	29734571	AT1G79030	.	-	CDS	0
1	29742250	29742252	pCAMTA2-22C-mock_S1_peak_17060	31.0	.	29742251	1	29740872	29742373	AT1G79060	.	+	CDS	0
1	29748429	29748431	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16580	34.0	.	29748430	1	29748332	29749833	AT1G79080	.	-	CDS	0
1	29749232	29749234	pCAMTA2-22C-mock_S1_peak_17071	26.0	.	29749233	1	29748332	29749833	AT1G79080	.	-	CDS	0
1	29758407	29758409	pCAMTA2-22C-mock_S1_peak_17081	33.0	.	29758408	1	29758344	29759845	AT1G79110	.	+	CDS	0
1	29780906	29780908	pCAMTA2-22C-mock_S1_peak_17103	28.0	.	29780907	1	29780168	29781669	AT1G79160	.	-	CDS	0
1	29786857	29786859	pCAMTA3-22C-mock_S4_peak_19214	26.0	.	29786858	1	29785508	29787009	AT1G79180	.	+	CDS	0
1	29793785	29793787	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16614	26.0	.	29793786	1	29793403	29794904	AT1G79200	.	+	CDS	0
1	29798988	29798990	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16618	28.0	.	29798989	1	29797740	29799241	AT1G79210	.	-	CDS	0
1	29798988	29798990	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16618	28.0	.	29798989	1	29798226	29799727	AT1G79220	.	+	CDS	0
1	29799544	29799546	pCAMTA3-22C-cycloheximide_S6_peak_14249	28.0	.	29799545	1	29798226	29799727	AT1G79220	.	+	CDS	0
1	29800954	29800956	pCAMTA2-22C-mock_S1_peak_17116	26.0	.	29800955	1	29799823	29801324	AT1G79230	.	+	CDS	0
1	29811762	29811764	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_13057	43.0	.	29811763	1	29811686	29813187	AT1G79250	.	-	CDS	0
1	29832581	29832583	pCAMTA2-22C-mock_S1_peak_17145	27.0	.	29832582	1	29832309	29833810	AT1G79280	.	-	CDS	0
1	29843215	29843217	pCAMTA2-22C-mock_S1_peak_17152	26.0	.	29843216	1	29841848	29843349	AT1G79340	.	+	CDS	0
1	29853361	29853363	pCAMTA3-22C-mock_S4_peak_19287	26.0	.	29853362	1	29852715	29854216	AT1G79350	.	-	CDS	0
1	29857204	29857206	pCAMTA2-22C-mock_S1_peak_17162	29.0	.	29857205	1	29856933	29858434	AT1G79370	.	+	CDS	0
1	29863808	29863810	pCAMTA2-22C-mock_S1_peak_17171	31.0	.	29863809	1	29863776	29865277	AT1G79390	.	-	CDS	0
1	29896573	29896575	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_13111	26.0	.	29896574	1	29896161	29897662	AT1G79470	.	-	CDS	0
1	29901041	29901043	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16700	31.0	.	29901042	1	29899616	29901117	AT1G79490	.	+	CDS	0
1	29903351	29903353	pCAMTA3-22C-cycloheximide_S6_peak_14331	30.0	.	29903352	1	29902603	29904104	AT1G79500	.	+	CDS	0
1	29903762	29903764	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_13117	25.5	.	29903763	1	29902603	29904104	AT1G79500	.	+	CDS	0
1	29937852	29937854	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_13143	26.0	.	29937853	1	29937040	29938541	AT1G79570	.	-	CDS	0
1	29956799	29956801	pCAMTA2-22C-mock_S1_peak_17260	40.5	.	29956800	1	29956570	29958071	AT1G79610	.	-	CDS	0
1	29971204	29971206	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16768	26.0	.	29971205	1	29970887	29972388	AT1G79640	.	-	CDS	0
1	29972281	29972283	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16769	27.0	.	29972282	1	29970887	29972388	AT1G79640	.	-	CDS	0
1	29982756	29982758	pCAMTA3-22C-cycloheximide_S6_peak_14406	27.5	.	29982757	1	29982249	29983750	AT1G79680	.	-	CDS	0
1	29998988	29998990	pCAMTA2-22C-mock_S1_peak_17301	26.0	.	29998989	1	29998451	29999952	AT1G79720	.	-	CDS	0
1	30006861	30006863	pCAMTA3-22C-cycloheximide_S6_peak_14423	28.0	.	30006862	1	30006215	30007716	AT1G79740	.	-	CDS	0
1	30026906	30026908	pCAMTA3-22C-mock_S4_peak_19478	27.0	.	30026907	1	30026271	30027772	AT1G79820	.	-	CDS	0
1	30033725	30033727	pCAMTA3-22C-mock_S4_peak_19487	31.0	.	30033726	1	30033008	30034509	AT1G79830	.	-	CDS	0
1	30036730	30036732	pCAMTA2-22C-mock_S1_peak_17340	32.0	.	30036731	1	30036092	30037593	AT1G79840	.	+	CDS	0
1	30041863	30041865	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16833	48.0	.	30041864	1	30041422	30042923	AT1G79850	.	-	CDS	0
1	30043784	30043786	pCAMTA3-22C-mock_S4_peak_19502	25.5	.	30043785	1	30043592	30045093	AT1G79860	.	-	CDS	0
1	30045055	30045057	pCAMTA3-22C-cycloheximide_S6_peak_14456	27.0	.	30045056	1	30043592	30045093	AT1G79860	.	-	CDS	0
1	30045055	30045057	pCAMTA3-22C-cycloheximide_S6_peak_14456	27.0	.	30045056	1	30043793	30045294	AT1G79870	.	+	CDS	0
1	30054845	30054847	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16849	30.0	.	30054846	1	30054049	30055550	AT1G79910	.	+	CDS	0
1	30062564	30062566	pCAMTA2-22C-mock_S1_peak_17362	31.5	.	30062565	1	30061724	30063225	AT1G79920	.	-	CDS	0
1	30069755	30069757	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_13235	34.0	.	30069756	1	30069022	30070523	AT1G79940	.	+	CDS	0
1	30073037	30073039	pCAMTA3-22C-mock_S4_peak_19530	27.0	.	30073038	1	30072579	30074080	AT1G79950	.	+	CDS	0
1	30073975	30073977	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_13238	27.0	.	30073976	1	30072579	30074080	AT1G79950	.	+	CDS	0
1	30080762	30080764	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16868	27.0	.	30080763	1	30080049	30081550	AT1G79960	.	-	CDS	0
1	30108621	30108623	pCAMTA3-22C-mock_S4_peak_19576	26.0	.	30108622	1	30108373	30109874	AT1G80030	.	-	CDS	0
1	30108928	30108930	pCAMTA2-22C-mock_S1_peak_17410	26.0	.	30108929	1	30108373	30109874	AT1G80030	.	-	CDS	0
1	30130068	30130070	pCAMTA2-22C-mock_S1_peak_17434	31.0	.	30130069	1	30129063	30130564	AT1G80080	.	-	CDS	0
1	30130068	30130070	pCAMTA2-22C-mock_S1_peak_17434	31.0	.	30130069	1	30129103	30130604	AT1G80090	.	+	CDS	0
1	30135524	30135526	pCAMTA2-22C-mock_S1_peak_17437	29.0	.	30135525	1	30134465	30135966	AT1G80110	.	+	CDS	0
1	30144219	30144221	pCAMTA2-22C-mock_S1_peak_17447	26.0	.	30144220	1	30143755	30145256	AT1G80133	.	-	CDS	0
1	30170794	30170796	pCAMTA3-22C-mock_S4_peak_19636	42.0	.	30170795	1	30170499	30172000	AT1G80230	.	-	CDS	0
1	30171768	30171770	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_13308	26.0	.	30171769	1	30170499	30172000	AT1G80230	.	-	CDS	0
1	30173752	30173754	pCAMTA3-22C-cycloheximide_S6_peak_14547	26.0	.	30173753	1	30172299	30173800	AT1G80240	.	-	CDS	0
1	30173752	30173754	pCAMTA3-22C-cycloheximide_S6_peak_14547	26.0	.	30173753	1	30173546	30175047	AT1G80245	.	+	CDS	0
1	30187130	30187132	pCAMTA2-22C-mock_S1_peak_17483	27.0	.	30187131	1	30185641	30187142	AT1G80280	.	-	CDS	0
1	30202053	30202055	pCAMTA3-22C-mock_S4_peak_19671	35.0	.	30202054	1	30201663	30203164	AT1G80340	.	-	CDS	0
1	30208987	30208989	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_16993	35.0	.	30208988	1	30207550	30209051	AT1G80350	.	-	CDS	0
1	30210744	30210746	pCAMTA2-22C-mock_S1_peak_17509	26.0	.	30210745	1	30210143	30211644	AT1G80360	.	-	CDS	0
1	30238031	30238033	pCAMTA2-22C-mock_S1_peak_17535	30.0	.	30238032	1	30236663	30238164	AT1G80420	.	-	CDS	0
1	30242070	30242072	pCAMTA2-22C-mock_S1_peak_17542	27.0	.	30242071	1	30240762	30242263	AT1G80440	.	+	CDS	0
1	30244781	30244783	pCAMTA3-22C-cycloheximide_S6_peak_14615	48.0	.	30244782	1	30244188	30245689	AT1G80450	.	-	CDS	0
1	30267328	30267330	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_17033	27.5	.	30267329	1	30265946	30267447	AT1G80490	.	-	CDS	0
1	30276654	30276656	pCAMTA2-22C-mock_S1_peak_17560	29.5	.	30276655	1	30275480	30276981	AT1G80520	.	+	CDS	0
1	30280084	30280086	pCAMTA2-22C-mock_S1_peak_17563	26.0	.	30280085	1	30279747	30281248	AT1G80530	.	-	CDS	0
1	30284384	30284386	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_17042	30.0	.	30284385	1	30283758	30285259	AT1G80540	.	-	CDS	0
1	30286064	30286066	pCAMTA3-22C-mock_S4_peak_19737	27.0	.	30286065	1	30286005	30287506	AT1G80555	.	+	CDS	0
1	30286594	30286596	pCAMTA2-22C-mock_S1_peak_17569	46.0	.	30286595	1	30286005	30287506	AT1G80555	.	+	CDS	0
1	30286594	30286596	pCAMTA2-22C-mock_S1_peak_17569	46.0	.	30286595	1	30286204	30287705	AT1G80550	.	-	CDS	0
1	30288142	30288144	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_17047	29.0	.	30288143	1	30286832	30288333	AT1G80560	.	+	CDS	0
1	30292941	30292943	pCAMTA2-22C-mock_S1_peak_17577	31.0	.	30292942	1	30292557	30294058	AT1G80580	.	+	CDS	0
1	30304047	30304049	pCAMTA3-22C-mock_S4_peak_19754	30.0	.	30304048	1	30303460	30304961	AT1G80610	.	-	CDS	0
1	30304868	30304870	pCAMTA2-22C-mock_S1_peak_17589	68.0	.	30304869	1	30303460	30304961	AT1G80610	.	-	CDS	0
1	30304868	30304870	pCAMTA2-22C-mock_S1_peak_17589	68.0	.	30304869	1	30304403	30305904	AT1G80620	.	+	CDS	0
1	30315101	30315103	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_17085	31.0	.	30315102	1	30313608	30315109	AT1G80650	.	+	CDS	0
1	30320761	30320763	pCAMTA2-22C-mock_S1_peak_17608	26.0	.	30320762	1	30319448	30320949	AT1G80660	.	-	CDS	0
1	30336026	30336028	pCAMTA2-22C-mock_S1_peak_17620	41.0	.	30336027	1	30335288	30336789	AT1G80720	.	+	CDS	0
1	30336026	30336028	pCAMTA2-22C-mock_S1_peak_17620	41.0	.	30336027	1	30335296	30336797	AT1G80710	.	-	CDS	0
1	30336708	30336710	pCAMTA2-22C-mock_S1_peak_17621	28.0	.	30336709	1	30335288	30336789	AT1G80720	.	+	CDS	0
1	30336708	30336710	pCAMTA2-22C-mock_S1_peak_17621	28.0	.	30336709	1	30335296	30336797	AT1G80710	.	-	CDS	0
1	30348315	30348317	pCAMTA2-22C-mock_S1_peak_17630	27.0	.	30348316	1	30348051	30349552	AT1G80750	.	+	CDS	0
1	30352259	30352261	pCAMTA2-22C-mock_S1_peak_17632	26.0	.	30352260	1	30351515	30353016	AT1G80760	.	-	CDS	0
1	30359864	30359866	pCAMTA3-22C-mock_S4_peak_19806	38.0	.	30359865	1	30359279	30360780	AT1G80790	.	+	CDS	0
1	30365275	30365277	pCAMTA2-22C-mock_S1_peak_17652	30.0	.	30365276	1	30364574	30366075	AT1G80810	.	+	CDS	0
1	30376390	30376392	pCAMTA2-22C-mock_S1_peak_17662	30.0	.	30376391	1	30375144	30376645	AT1G80830	.	-	CDS	0
1	30376390	30376392	pCAMTA2-22C-mock_S1_peak_17662	30.0	.	30376391	1	30375370	30376871	AT1G80831	.	+	CDS	0
1	30383099	30383101	pCAMTA2-22C-mock_S1_peak_17667	30.5	.	30383100	1	30382833	30384334	AT1G80840	.	+	CDS	0
1	30383868	30383870	pCAMTA3-22C-cycloheximide_S6_peak_14713	35.0	.	30383869	1	30382833	30384334	AT1G80840	.	+	CDS	0
1	30388634	30388636	pCAMTA3-22C-cycloheximide_S6_peak_14720	35.0	.	30388635	1	30388626	30390127	AT1G80865	.	+	CDS	0
1	30391720	30391722	pCAMTA3-22C-mock_S4_peak_19838	27.0	.	30391721	1	30391132	30392633	AT1G80870	.	+	CDS	0
1	30399693	30399695	pCAMTA2-22C-mock_S1_peak_17684	25.5	.	30399694	1	30399370	30400871	AT1G80900	.	-	CDS	0
1	30401312	30401314	pCAMTA2-22C-mock_S1_peak_17685	26.0	.	30401313	1	30400142	30401643	AT1G80910	.	+	CDS	0
